 t(yr) LimitsTHETA(1) THETA(2) THETA(3) SALT(1)  SALT(2)  SALT(3)  DIC(1)   DIC(2)   DIC(3)   ALK(1)   ALK(2)   ALK(3)   PO4(1)   PO4(2)   PO4(3)   NO3(1)   NO3(2)   NO3(3)   FeT(1)   FeT(2)   FeT(3)   LT(1)    LT(2)    LT(3)    Exp(1)   Exp(2)   EXP(3)   P*  OCPCO2(1) OCPCO2(2)  OCPCO2(3) ATPCO2
   60000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   60100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   60200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   60300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   60400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   60500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   60600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   60700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   60800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   60900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   61000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   61100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   61200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   61300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   61400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   61500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   61600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   61700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   61800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   61900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   62000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   62100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   62200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   62300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   62400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   62500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   62600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   62700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   62800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   62900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   63000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   63100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   63200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   63300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   63400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   63500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   63600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   63700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   63800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   63900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   64000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   64100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   64200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   64300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   64400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
